Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
22547,1.51,Premium,H,VS2,60.2,60.0,7.5,7.38,4.48,10951
16036,0.54,Ideal,H,VVS1,61.1,57.0,5.26,5.22,3.2,1944
26837,1.0,Ideal,E,SI1,61.9,56.0,6.37,6.45,3.97,5458
4617,0.53,Ideal,F,VS1,61.8,56.0,5.22,5.2,3.22,1908
24395,1.42,Very Good,F,VVS1,58.4,62.0,7.35,7.38,4.3,15665
5266,0.43,Ideal,E,SI1,61.5,56.0,4.9,4.85,3.0,1016
24362,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,1044
4554,2.03,Premium,J,SI2,62.7,59.0,8.02,8.08,5.05,12268
19436,0.3,Premium,E,SI1,60.0,60.0,4.38,4.36,2.62,675
6324,0.91,Very Good,E,SI2,58.6,63.0,6.38,6.32,3.72,2963
12227,0.25,Ideal,E,VVS1,62.3,53.0,4.08,4.11,2.55,783
7684,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,833
26358,1.01,Good,G,VVS2,63.2,59.0,6.27,6.35,3.99,7137
26758,0.55,Ideal,D,VS1,61.7,55.0,5.25,5.26,3.24,1890
5146,1.0,Good,F,VVS2,60.7,62.0,6.36,6.4,3.87,8079
17199,1.0,Premium,G,VVS1,62.1,59.0,6.29,6.4,3.94,8008
4568,1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
11762,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,1774
15354,0.3,Ideal,H,VVS1,61.2,57.0,4.3,4.39,2.66,655
9258,0.9,Premium,F,VS2,,58.0,6.15,6.22,3.86,4801
24853,1.01,Good,G,VS1,63.7,57.0,6.37,6.32,4.04,6618
3648,0.4,Ideal,F,VS2,62.6,56.0,4.71,4.72,2.95,790
21057,1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,3799
11432,0.5,Very Good,J,VS2,63.4,58.0,5.07,5.02,3.2,1023
887,1.52,Premium,H,SI1,61.2,58.0,7.53,7.43,4.57,8566
15418,0.8,Very Good,I,SI2,60.7,56.0,6.01,6.03,3.66,2329
3996,0.3,Good,H,SI1,63.4,57.0,4.27,4.31,2.72,421
22376,0.38,Ideal,F,VVS1,61.0,57.0,4.66,4.69,2.85,1070
224,0.34,Very Good,E,SI1,60.3,57.0,4.53,4.56,2.74,596
19374,0.32,Ideal,H,VS2,62.8,55.0,4.41,4.38,2.76,648
12436,1.19,Ideal,F,VVS1,61.5,55.0,6.82,6.84,4.2,15005
2327,0.72,Very Good,H,SI2,63.5,58.0,5.65,5.68,3.6,1942
5436,0.42,Premium,F,VVS2,59.6,59.0,4.83,4.86,2.89,1142
11623,0.25,Very Good,E,VVS1,57.7,62.0,4.16,4.19,2.41,548
6073,0.32,Ideal,G,VVS1,61.7,56.0,4.37,4.41,2.71,730
21380,0.3,Ideal,E,VVS2,61.8,56.0,4.33,4.35,2.68,789
4444,1.06,Ideal,G,VVS1,61.6,57.0,6.53,6.55,4.03,8488
21867,0.4,Ideal,F,VVS1,61.1,56.0,4.78,4.81,2.93,1908
25633,0.51,Good,F,VS2,63.7,56.0,5.05,5.03,3.21,1574
10397,1.53,Ideal,F,SI1,60.3,57.0,7.45,7.52,4.51,11713
17338,2.07,Premium,I,VS2,,58.0,8.2,8.18,5.01,18359
13858,1.51,Ideal,F,SI1,61.5,55.0,7.39,7.35,4.53,12152
26062,2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31,16021
382,1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029
18284,0.41,Ideal,E,SI2,61.9,57.0,4.76,4.8,2.96,683
8057,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
7455,0.39,Ideal,H,VVS2,62.0,55.0,4.68,4.7,2.91,794
9103,0.7,Ideal,F,VS1,61.6,55.0,5.75,5.71,3.53,2874
17281,0.51,Ideal,D,SI2,61.9,56.0,5.15,5.1,3.17,1359
14445,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,17143
10717,0.56,Ideal,H,VS1,61.8,55.0,5.3,5.34,3.29,1616
16346,1.0,Premium,G,VS1,62.4,62.0,6.37,6.33,3.96,6290
24495,1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
19613,0.33,Ideal,G,VVS1,62.2,57.0,4.46,4.41,2.76,1114
23756,0.3,Premium,G,SI1,61.6,59.0,4.28,4.26,2.63,574
1189,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,1746
24745,1.54,Very Good,I,VVS2,62.7,57.0,7.35,7.43,4.63,10518
8027,1.2,Ideal,J,SI1,63.0,57.0,6.74,6.64,4.24,4234
10374,0.31,Ideal,E,VVS2,61.1,56.0,4.38,4.39,2.68,864
13181,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,800
17754,1.24,Premium,H,VS1,62.2,59.0,6.9,6.83,4.27,7222
19333,0.7,Good,G,VS1,63.5,61.0,5.6,5.64,3.57,2577
4940,0.57,Ideal,E,VVS1,61.8,56.0,5.33,5.35,3.3,2739
20670,0.31,Ideal,F,IF,62.1,56.0,4.33,4.36,2.7,979
2612,0.33,Ideal,F,VVS1,61.7,57.0,4.47,4.44,2.75,1021
19973,0.8,Ideal,H,VS1,62.2,56.0,5.92,5.95,3.69,3581
3550,0.5,Premium,D,VS2,61.4,59.0,5.11,5.15,3.15,1752
18602,0.44,Premium,H,VVS1,60.1,58.0,4.96,4.92,2.97,1196
23904,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3734
15465,0.42,Very Good,H,VVS1,62.2,56.0,4.78,4.81,2.98,1193
17109,1.0,Ideal,E,I1,61.8,56.0,6.38,6.43,3.96,3520
10578,0.52,Good,D,SI2,63.7,55.0,5.1,5.11,3.25,1203
19469,0.58,Good,E,VS1,58.6,64.0,5.4,5.46,3.18,2185
24743,0.38,Premium,J,VS1,62.1,60.0,4.64,4.6,2.87,770
12756,0.39,Premium,H,SI1,62.0,60.0,4.65,4.71,2.9,650
26902,1.15,Ideal,I,VS2,61.7,59.0,6.68,6.73,4.14,5038
19325,0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
4018,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
24098,1.21,Very Good,G,VS2,63.1,60.0,6.72,6.66,4.22,7416
20193,0.7,Ideal,H,VVS2,60.9,56.0,5.76,5.79,3.52,3325
972,0.3,Ideal,G,SI2,61.9,57.0,4.28,4.31,2.66,422
22377,1.52,Fair,H,I1,69.7,55.0,6.92,6.89,4.81,4648
26174,0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,878
280,0.46,Good,D,VS2,63.2,56.0,4.89,4.92,3.1,1205
11155,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,17024
1794,0.59,Very Good,G,VVS2,62.5,57.0,5.32,5.36,3.34,2155
11719,0.34,Ideal,D,VS1,61.3,56.0,4.5,4.54,2.77,742
19800,0.3,Ideal,F,VVS1,62.6,56.0,4.26,4.29,2.67,857
14877,0.31,Good,H,VVS1,63.7,56.0,4.3,4.33,2.75,612
8125,0.48,Ideal,G,SI1,61.4,56.0,5.02,5.07,3.1,969
16819,0.77,Ideal,H,VS1,61.3,56.0,5.91,5.97,3.64,3468
141,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1150
2173,1.0,Ideal,G,VS2,62.3,56.0,6.38,6.36,3.97,5824
21528,0.58,Ideal,F,VVS1,61.6,57.0,5.33,5.38,3.3,2728
20150,0.54,Ideal,H,VS1,62.7,57.0,5.23,5.17,3.26,1637
18086,0.37,Premium,F,VS2,59.7,59.0,4.64,4.68,2.78,746
3406,1.51,Premium,I,SI1,58.6,62.0,7.51,7.45,4.38,8574
4906,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,7223
16643,1.24,Ideal,J,VS2,61.7,55.0,6.91,6.96,4.28,5412
37,1.01,Very Good,G,SI1,62.8,56.0,6.35,6.43,4.01,5049
10949,0.34,Very Good,F,VS2,62.5,57.5,4.4,4.45,2.77,730
12997,0.7,Ideal,F,SI1,,54.0,5.72,5.75,3.54,2662
17740,0.25,Very Good,H,VVS2,63.3,54.0,3.98,4.02,2.52,467
494,1.43,Fair,I,VS1,50.8,60.0,7.73,7.25,3.93,6727
19052,1.02,Good,H,SI1,57.1,61.0,6.57,6.66,3.78,4093
13187,0.31,Premium,G,SI1,62.1,58.0,4.36,4.33,2.7,593
12608,0.5,Fair,G,VS1,60.3,66.0,5.13,5.09,3.08,1327
6019,1.23,Premium,H,VS2,62.4,61.0,6.85,6.8,4.26,6957
10954,1.24,Ideal,H,VS1,63.0,55.0,6.84,6.81,4.3,5055
21897,0.26,Premium,D,VS1,60.0,56.0,4.18,4.15,2.5,546
20971,0.92,Good,D,SI1,63.6,57.0,6.09,6.14,3.89,4158
22355,1.04,Very Good,I,SI1,62.0,57.0,6.47,6.5,4.02,4290
1429,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,816
553,1.04,Very Good,G,VS2,61.9,57.0,6.46,6.5,4.01,6177
1007,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,597
13119,1.16,Very Good,G,VVS2,61.6,58.0,6.67,6.73,4.13,9205
2105,0.6,Premium,H,SI1,58.9,61.0,5.54,5.5,3.25,1341
3353,0.38,Ideal,F,SI1,61.7,56.0,4.68,4.72,2.9,766
16802,1.02,Very Good,D,SI1,60.3,56.0,6.55,6.57,3.96,6863
24470,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1581
12591,0.78,Premium,E,VS1,62.5,57.0,5.94,5.9,3.7,3444
7905,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,852
9730,2.05,Very Good,F,SI2,59.5,58.0,8.26,8.3,4.93,16819
24169,0.31,Ideal,F,VS2,61.9,55.0,4.35,4.31,2.68,802
25637,1.57,Ideal,E,SI2,61.4,56.0,7.52,7.44,4.59,10550
13549,0.7,Ideal,H,SI2,60.6,54.0,5.73,5.65,3.45,1715
20049,0.91,Very Good,D,SI1,63.0,59.0,6.11,6.15,3.86,4429
12019,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,17949
24211,0.41,Ideal,F,VS1,62.1,56.0,4.77,4.8,2.97,1007
12439,0.35,Premium,H,VVS1,60.6,60.0,4.51,4.57,2.75,798
11081,1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79,8690
12023,0.54,Ideal,H,VS2,61.6,55.0,5.23,5.25,3.23,1453
9485,1.53,Premium,F,SI2,60.9,60.0,7.5,7.37,4.53,7685
5006,0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
2766,1.1,Ideal,G,VVS2,62.0,56.0,6.68,6.64,4.13,8932
5279,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4558
12932,0.35,Premium,E,VVS2,60.2,58.0,4.66,4.61,2.79,1024
25684,1.05,Fair,H,SI2,64.8,55.0,6.39,6.32,4.12,2717
19559,2.01,Ideal,I,SI1,62.2,56.0,8.12,8.06,5.03,15116
9925,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75,17267
12847,0.32,Ideal,E,VVS2,61.2,56.0,4.39,4.43,2.7,816
13652,0.6,Ideal,E,VS2,62.0,56.0,5.4,5.43,3.36,2112
14340,1.07,Ideal,F,SI2,61.2,57.0,6.62,6.59,4.04,4128
11993,0.54,Ideal,G,VVS2,61.2,56.0,5.25,5.3,3.22,1914
12319,1.24,Premium,D,SI2,61.4,59.0,6.91,6.87,4.23,6965
11382,0.51,Premium,G,SI1,62.4,58.0,5.13,5.07,3.18,1312
17045,0.5,Premium,E,VS1,60.1,58.0,5.21,5.17,3.12,1672
9313,0.71,Fair,H,SI1,65.1,55.0,5.69,5.65,3.69,2049
15563,0.36,Ideal,I,VS1,62.0,54.0,4.58,4.61,2.85,587
5790,0.7,Ideal,H,VS1,61.6,55.0,5.73,5.76,3.54,2530
26146,0.77,Good,G,SI1,63.7,54.0,5.85,5.8,3.71,2373
1765,1.0,Very Good,G,SI1,63.1,56.0,6.41,6.31,4.01,4295
8646,0.72,Ideal,F,SI1,62.0,55.0,5.76,5.79,3.58,2737
4484,0.43,Ideal,G,VVS2,61.9,55.0,4.84,4.86,3.0,1056
443,0.5,Very Good,D,VS2,63.8,56.0,5.05,5.08,3.23,1580
17321,0.7,Ideal,E,VS2,62.5,55.0,5.73,5.7,3.57,2693
22310,0.3,Premium,H,VVS2,62.4,58.0,4.26,4.3,2.67,605
10799,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,2346
20333,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,1242
18929,0.54,Ideal,D,SI1,61.7,55.0,5.23,5.27,3.24,1650
973,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,876
5994,1.07,Ideal,G,SI2,62.4,57.0,6.56,6.58,4.1,4419
8706,0.32,Ideal,G,VVS2,62.4,54.0,4.37,4.38,2.73,730
11278,0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
1172,0.37,Ideal,E,VVS2,62.2,56.0,4.6,4.63,2.87,844
5525,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,428
3830,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
9752,2.51,Very Good,H,SI2,63.6,58.0,8.51,8.59,5.44,18029
25963,0.55,Ideal,F,SI1,61.0,58.0,5.25,5.28,3.21,1368
8748,1.19,Ideal,E,SI2,60.2,57.0,6.84,6.87,4.13,5717
12685,0.91,Premium,E,SI2,60.0,60.0,6.28,6.23,3.75,3379
15933,1.2,Good,H,SI1,63.7,58.0,6.72,6.68,4.27,5779
23977,0.74,Very Good,H,VVS1,62.4,57.0,5.76,5.81,3.61,3061
9596,0.33,Premium,I,VS2,61.1,59.0,4.4,4.44,2.7,463
4222,0.54,Ideal,F,VS1,62.5,56.0,5.18,5.22,3.25,1819
21438,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1400
25705,0.33,Ideal,D,SI2,61.3,56.0,4.45,4.49,2.74,492
5880,0.25,Ideal,G,VVS2,61.9,55.0,4.07,4.1,2.53,525
1459,1.52,Premium,E,SI2,62.9,59.0,7.31,7.26,4.58,9576
19769,2.08,Very Good,E,SI2,62.4,60.0,8.13,8.15,5.08,18128
16628,0.7,Ideal,H,VS2,61.4,54.0,5.77,5.66,3.51,2184
6008,1.06,Ideal,E,VS1,62.1,57.0,6.49,6.52,4.04,8413
21391,0.5,Ideal,I,VS2,61.6,54.0,5.11,5.14,3.16,1220
15398,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
4751,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,1033
7102,0.71,Ideal,F,SI2,61.6,56.0,5.68,5.74,3.52,2202
5322,1.2,Premium,F,SI2,62.7,60.0,6.73,6.67,4.21,4274
26554,0.45,Good,E,VS1,61.7,63.0,4.88,4.91,3.02,1241
17874,1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
20015,0.34,Ideal,H,VS1,62.5,57.0,4.43,4.46,2.78,596
9864,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5,1550
25570,1.53,Ideal,H,SI1,59.8,59.0,7.48,7.54,4.49,10063
14504,0.72,Ideal,F,SI1,61.7,59.0,5.75,5.79,3.56,2706
10504,0.51,Premium,F,VS1,61.4,58.0,5.15,5.18,3.17,1744
26851,0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,526
16765,0.5,Ideal,E,VS2,62.1,55.0,5.11,5.13,3.18,1554
3352,1.0,Fair,G,VS1,63.1,68.0,6.32,6.17,3.94,4892
19866,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2854
52,1.14,Premium,G,VS2,61.4,60.0,6.71,6.68,4.11,7079
21506,0.39,Very Good,E,VS2,60.1,61.0,4.72,4.76,2.85,889
26472,0.7,Ideal,F,SI1,62.3,57.0,5.68,5.64,3.53,2596
24541,0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,545
1549,0.4,Premium,G,VVS1,60.9,57.0,4.8,4.76,2.91,1200
3495,1.0,Good,H,SI2,63.9,55.0,6.25,6.33,4.02,3878
16840,1.21,Premium,I,VS2,,59.0,6.77,6.67,4.21,4884
15405,1.02,Good,G,VVS1,63.6,58.0,6.37,6.4,4.06,7861
9839,0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,449
16466,2.02,Premium,I,VS1,61.2,59.0,8.13,8.05,4.95,17153
16784,0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,1216
14081,0.41,Very Good,F,VVS1,63.7,54.0,4.71,4.74,3.01,1169
22844,0.41,Ideal,J,IF,62.1,54.0,4.78,4.81,2.98,777
2052,0.3,Premium,H,VVS2,60.6,58.0,4.35,4.33,2.63,776
22992,0.7,Very Good,E,VS2,61.4,57.0,5.7,5.73,3.51,2553
25830,0.57,Ideal,G,SI1,62.0,55.0,5.35,5.32,3.31,1662
14078,1.52,Premium,D,SI2,60.2,60.0,7.4,7.46,4.47,8737
12906,0.32,Ideal,D,VS2,62.5,56.0,4.45,4.38,2.76,972
5254,0.69,Ideal,F,SI1,61.3,55.0,5.72,5.74,3.51,2459
17677,0.42,Ideal,G,VVS1,,55.0,4.81,4.87,2.98,1179
1067,1.06,Ideal,H,SI1,62.7,57.0,6.53,6.48,4.08,4196
7606,0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,789
11402,0.26,Ideal,G,IF,62.5,57.0,4.06,4.1,2.55,605
12347,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,544
15226,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,948
6817,0.32,Premium,E,VS2,61.7,58.0,4.41,4.38,2.71,900
18225,0.54,Premium,D,VS2,61.6,55.0,5.28,5.24,3.24,1913
17891,0.3,Ideal,E,VS2,61.4,59.0,4.3,4.27,2.63,911
18848,1.01,Premium,D,SI2,61.0,62.0,6.43,6.39,3.91,4939
17405,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
23573,0.54,Ideal,G,VVS2,61.8,56.0,5.23,5.25,3.24,1985
22462,0.9,Premium,G,VS2,61.8,60.0,6.16,6.21,3.82,4386
6112,1.1,Very Good,F,VS2,63.5,55.0,6.58,6.52,4.16,5218
22167,1.01,Good,D,SI2,64.0,59.0,6.28,6.34,4.04,3932
17337,1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,6963
8773,2.35,Premium,H,SI1,62.6,60.0,8.42,8.38,5.26,17999
11968,0.37,Ideal,E,VS2,61.9,53.0,4.62,4.65,2.87,811
11936,1.56,Very Good,H,VS1,63.9,57.0,7.3,7.37,4.69,11804
26721,0.43,Ideal,H,VVS2,,56.0,4.9,4.86,2.99,1008
24962,1.0,Premium,F,SI2,60.2,58.0,6.47,6.42,3.88,3584
17756,0.51,Ideal,D,SI1,60.4,55.0,5.48,5.18,3.16,1687
19735,0.32,Premium,G,VVS2,,58.0,4.37,4.35,2.73,936
5570,0.76,Premium,F,SI2,61.8,58.0,5.83,5.88,3.62,2469
12434,0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14,2376
22096,0.31,Good,E,SI1,63.1,54.0,4.31,4.34,2.73,544
22493,1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
23230,0.32,Ideal,I,VVS1,62.4,55.0,4.38,4.34,2.72,756
3060,0.43,Ideal,F,VVS1,62.3,55.0,4.85,4.88,3.03,1358
25174,1.7,Premium,E,SI1,58.2,62.0,7.86,7.81,4.56,10860
2149,1.33,Premium,G,SI2,61.3,59.0,7.06,6.93,4.29,4634
24129,0.35,Ideal,E,VS1,61.9,56.0,4.55,4.53,2.81,1091
26114,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
2244,1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499
10617,1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
20117,1.01,Fair,E,SI1,69.5,55.0,6.0,5.94,4.15,4853
1061,1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,8298
4590,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,16793
674,1.57,Ideal,H,VS1,62.2,55.0,7.44,7.49,4.64,12810
22164,1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578
8187,0.71,Ideal,F,VS1,61.7,55.0,5.73,5.77,3.55,3041
462,1.06,Ideal,H,SI1,60.8,54.0,6.64,6.61,4.03,4602
6519,1.77,Premium,G,SI2,62.7,59.0,7.67,7.66,4.8,9664
8098,1.28,Premium,G,VS2,61.4,58.0,7.0,6.92,4.27,8458
427,0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66,477
15553,0.51,Premium,G,VS2,62.9,58.0,5.11,5.06,3.2,1546
11164,0.73,Very Good,E,VS2,61.5,58.0,5.71,5.8,3.54,3307
5714,0.5,Ideal,G,VVS2,62.1,55.0,5.09,5.05,3.15,1935
14171,1.32,Very Good,H,SI1,62.3,57.0,7.04,6.99,4.37,7270
15821,0.51,Very Good,E,SI1,60.8,57.0,5.19,5.24,3.17,1438
13912,0.3,Premium,G,VVS1,60.5,59.0,4.33,4.36,2.63,789
2374,0.3,Premium,E,VS2,62.1,58.0,4.31,4.29,2.67,844
7346,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,17889
1167,0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72,972
1667,0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,1238
6366,1.03,Ideal,I,VS2,61.2,56.0,6.5,6.51,3.98,5378
19748,0.72,Ideal,I,VVS2,62.8,57.0,5.69,5.74,3.59,2594
15720,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,5966
8867,0.33,Premium,G,VVS1,60.4,59.0,4.47,4.44,2.69,1114
11228,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2019
8115,0.3,Ideal,F,VS2,62.3,57.0,4.3,4.33,2.69,605
20032,1.12,Ideal,H,SI1,62.7,56.0,6.66,6.61,4.16,4290
24940,1.01,Ideal,G,VS2,61.0,56.0,6.46,6.49,3.95,6855
17373,0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,984
4339,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,968
18285,0.33,Ideal,D,VS2,62.5,56.0,4.46,4.43,2.78,1002
19520,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,855
25402,0.39,Premium,F,VS1,62.0,56.0,4.72,4.64,2.9,1010
22669,0.59,Very Good,H,VVS2,61.1,57.0,5.39,5.48,3.32,1771
19245,0.25,Very Good,F,VS1,61.2,59.0,4.02,4.05,2.47,435
20939,0.44,Ideal,I,VS1,61.8,55.0,4.89,4.92,3.03,807
13406,0.46,Very Good,G,VS1,62.8,57.0,4.92,4.83,3.06,1049
1778,0.37,Good,D,SI1,63.7,55.0,4.55,4.59,2.91,681
16070,1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,5393
9718,0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2,1956
12003,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,1672
21486,1.01,Ideal,G,SI2,61.5,57.0,6.43,6.45,3.96,4783
10281,0.7,Fair,D,SI1,52.2,65.0,6.04,5.99,3.14,1895
16548,1.03,Ideal,I,SI2,59.8,56.0,6.64,6.58,3.95,3530
21489,2.03,Ideal,H,SI2,61.6,55.0,8.18,8.12,5.02,16642
3164,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,758
19561,1.51,Premium,G,SI1,60.4,58.0,7.46,7.38,4.48,10655
2756,0.33,Ideal,J,VS1,61.6,54.0,4.5,4.52,2.78,451
679,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,1712
15851,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91,982
23348,1.04,Ideal,G,SI2,62.0,56.0,6.52,6.49,4.03,4752
14180,0.31,Ideal,J,VS1,61.2,55.0,4.37,4.39,2.68,424
10772,1.43,Ideal,G,SI1,62.8,57.0,7.17,7.12,4.49,8599
21235,0.71,Very Good,E,SI1,60.3,58.0,5.8,5.85,3.51,2570
20042,1.07,Premium,G,VS1,61.4,56.0,6.65,6.61,4.07,6076
15713,0.71,Premium,I,SI1,60.2,58.0,5.83,5.76,3.49,2173
2310,0.5,Very Good,D,VS2,62.8,58.0,5.05,5.08,3.18,1752
16997,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,3136
11408,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6976
7697,0.92,Very Good,E,SI1,62.1,58.0,6.15,6.22,3.84,4562
18158,0.33,Good,E,SI1,63.3,56.0,4.41,4.43,2.8,579
1346,0.71,Ideal,G,SI2,61.3,55.0,5.76,5.79,3.54,2387
17559,1.51,Very Good,F,VS2,,63.0,7.35,7.26,4.52,13945
21823,0.39,Good,J,VS1,63.5,58.0,4.59,4.64,2.93,616
11367,0.59,Very Good,G,VS1,62.0,56.0,5.35,5.39,3.33,1878
19044,0.44,Ideal,H,IF,61.9,54.0,4.9,4.95,3.05,1177
8399,1.08,Very Good,H,SI2,63.0,59.0,6.51,6.54,4.11,4481
24505,1.14,Premium,G,SI2,60.9,56.0,6.8,6.73,4.12,5139
23284,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.8,3.59,2686
24959,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,418
26956,0.92,Good,E,SI1,63.3,57.0,6.17,6.22,3.92,3649
13174,0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67,2809
11615,1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95,4239
16849,2.09,Very Good,F,SI2,61.3,59.0,8.19,8.33,5.06,18509
22217,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94,11406
20012,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,775
19859,1.09,Ideal,G,VVS2,61.5,57.0,6.62,6.65,4.08,8970
9165,1.01,Ideal,G,IF,60.8,59.0,6.47,6.5,3.94,8869
5141,1.01,Ideal,I,VVS1,61.7,56.0,6.42,6.47,3.98,5478
18193,0.32,Good,E,SI1,63.3,55.0,4.33,4.36,2.75,524
7519,0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303
2096,0.3,Ideal,G,VS2,61.3,56.0,4.33,4.28,2.64,675
8150,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
19712,0.59,Ideal,D,SI1,62.1,56.0,5.36,5.4,3.34,1684
10190,0.51,Very Good,E,VS2,59.5,63.0,5.22,5.17,3.09,1671
25910,0.51,Ideal,I,VS2,60.6,57.0,5.16,5.21,3.14,1060
3651,1.0,Very Good,F,VS2,62.7,58.0,6.38,6.41,4.01,6319
25791,1.01,Premium,H,SI2,60.3,60.0,6.49,6.45,3.9,4412
17469,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4050
12745,0.33,Ideal,I,VVS2,62.4,57.0,4.44,4.41,2.76,743
20429,2.0,Good,I,VS1,58.8,65.0,8.03,8.1,4.74,15708
21209,2.01,Premium,I,VS2,62.1,59.0,7.98,8.06,4.98,15379
3456,1.01,Ideal,I,SI2,62.8,57.0,6.36,6.41,4.01,4244
10746,0.35,Ideal,J,VS2,,55.0,4.55,4.57,2.8,446
